distance_um,ZT0_prob,ZT12_prob
10.0,0.3409857255067859,0.7355722731027247
11.00418410041841,0.3717887896792745,0.7570282465823639
12.00836820083682,0.4007366208543949,0.7697198767900972
13.01255230125523,0.42778749685452105,0.7747009520169418
14.01673640167364,0.4529263647168608,0.7729901518112688
15.02092050209205,0.4761589831758916,0.7655495618088156
16.02510460251046,0.49750739054214493,0.7532720848077163
17.02928870292887,0.5170063428067622,0.7369750105757361
18.03347280334728,0.5347004789307445,0.7173978391946318
19.03765690376569,0.5506420421464848,0.6952030116633166
20.0418410041841,0.5648890336744152,0.6709785865612651
21.04602510460251,0.5775037076504318,0.6452421723861906
22.05020920502092,0.5885513386684658,0.6184456187504934
23.05439330543933,0.5980992094728743,0.5909801097338169
24.05857740585774,0.6062157780714259,0.5631814050677078
25.06276150627615,0.6129699922301749,0.5353350501295042
26.06694560669456,0.6184307258496761,0.5076814313271141
27.07112970711297,0.6226663167119654,0.4804205945733278
28.07531380753138,0.6257441889460745,0.4537167749141753
29.07949790794979,0.6277305465787912,0.4277026077084489
30.0836820083682,0.6286901269252276,0.40248300805562426
31.08786610878661,0.6286860044812239,0.3781387169247505
32.09205020920502,0.627779437517184,0.3547295207632293
33.096234309623426,0.6260297508226439,0.3322971571042803
34.10041841004184,0.6234942490743889,0.3108679224851495
35.10460251046025,0.62022815614501,0.2904550013226446
36.10878661087866,0.6162845763693938,0.27106053564154375
37.112970711297066,0.6117144743715376,0.2526774560007707
38.11715481171548,0.6065666705450317,0.23529109383107763
39.12133891213389,0.6008878496946626,0.21888059485419897
40.1255230125523,0.5947225806974763,0.2034201524252775
41.129707112970706,0.5881133453401561,0.1888800786254322
42.13389121338912,0.5811005747445149,0.17522772980349402
43.13807531380753,0.573722692011347,0.16242830208060063
44.14225941422594,0.5660161599006535,0.15044551112962037
45.146443514644346,0.5580155325281113,0.13924216935330058
46.15062761506276,0.5497535101975005,0.12878067243201285
47.15481171548117,0.5412609966099292,0.11902340610882067
48.15899581589958,0.5325671577958061,0.10993308303603955
49.163179916317986,0.5236994822068693,0.10147301852935581
50.1673640167364,0.5146838414851258,0.0936073531658205
51.17154811715481,0.5055445514949001,0.08630122932139506
52.17573221757322,0.49630443326469026,0.07952092797130479
53.179916317991626,0.4869848735383722,0.07323397137024021
54.18410041841004,0.47760588468148757,0.06740919658659801
55.18828451882845,0.4681861637286996,0.06201680428211784
56.19246861924686,0.45874315039382557,0.057028386601760024
57.196652719665266,0.44929308389470246,0.05241693756464625
58.20083682008368,0.43985105847212885,0.048156848921450064
59.20502092050209,0.4304310775056924,0.044223894062939
60.2092050209205,0.42104610614986054,0.0405952022246942
61.213389121338906,0.4117081224316526,0.03724922493078616
62.21757322175732,0.4024281667668253,0.03416569635096115
63.22175732217573,0.3932163898650728,0.03132558900849872
64.22594142259413,0.38408209900651763,0.028711066066345645
65.23012552301255,0.3750338026819392,0.026305431234646067
66.23430962343096,0.366079253597969,0.024093077180812595
67.23849372384937,0.35722549005601145,0.02205943318146555
68.24267782426779,0.3484788757200943,0.020190912631762335
69.24686192468619,0.3398451377943263,0.018474860919878364
70.2510460251046,0.3313294036352666,0.016899504080910493
71.25523012552301,0.3229362358283754,0.015453898563636692
72.25941422594141,0.3146696657609308,0.014127882373925692
73.26359832635983,0.3065332257264133,0.012912027798837263
74.26778242677824,0.29852997959747773,0.011797595864406625
75.27196652719665,0.29066255210627834,0.010776492636709614
76.27615062761507,0.28293315677218406,0.009841227439114583
77.28033472803347,0.2753436225178283,0.008984873027798029
78.28451882845188,0.26789541901504405,0.008201027741883773
79.2887029288703,0.2605896808025856,0.0074837796232933365
80.29288702928869,0.2534272302176422,0.006827672483975365
81.2970711297071,0.24640859918306615,0.006227673884092736
82.30125523012552,0.23953404989197954,0.005679144973523828
83.30543933054393,0.23280359443100646,0.005177812140272652
84.30962343096235,0.2262170133828524,0.00471974040272294
85.31380753138075,0.2197738734483019,0.004301308477799945
86.31799163179916,0.21347354412697345,0.003919185453744739
87.32217573221757,0.20731521349536366,0.003570308994120119
88.32635983263597,0.20129790311983609,0.003251864998644371
89.33054393305439,0.19542048214129415,0.00296126864630846
90.3347280334728,0.1896816805673099,0.002696146746815249
91.33891213389121,0.1840801018064951,0.002454321327550358
92.34309623430963,0.17861423447887634,0.0022337943849362976
93.34728033472803,0.17328246353501897,0.0020327337310336252
94.35146443514644,0.16808308071559358,0.001849459868549351
95.35564853556485,0.16301429438204523,0.0016824338299206603
96.35983263598325,0.15807423874797888,0.0015302459187990715
97.36401673640167,0.1532609825398432,0.0013916052950144412
98.36820083682008,0.14857253711446575,0.0012653303469062698
99.3723849372385,0.14400686405997995,0.001150339797734894
100.3765690376569,0.13956188230568412,0.0010456444956981224
101.3807531380753,0.13523547476539102,0.0009503398398548885
102.38493723849372,0.13102549453786308,0.0008635987969772955
103.38912133891213,0.12692977068698527,0.0007846654670005151
104.39330543933053,0.1229461136234076,0.0007128491573042625
105.39748953974895,0.11907232010848956,0.000647518928531242
106.40167364016736,0.11530617790050769,0.0005880985770203699
107.40585774058577,0.11164547006223141,0.0005340620212014185
108.41004184100419,0.10808797894815424,0.0004849290614605346
109.41422594142259,0.10463148988886146,0.00044026148504152946
110.418410041841,0.10127379458924148,0.0003996594894962844
111.42259414225941,0.09801269425650043,0.00036275840003999746
